"Num_Acc";"id_usager";"id_vehicule";"num_veh";"place";"catu";"grav";"sexe";"an_nais";"trajet";"secu1";"secu2";"secu3";"locp";"actp";"etatp"
"202400000006";"203 988 568";"155 781 749";"B01";"1";"1";"1";"1";"1987";"4";"1";"0";" -1";" -1";" -1";" -1"
"202400000007";"203 988 558";"155 781 746";"A01";"4";"2";"3";"1";"2001";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000007";"203 988 559";"155 781 746";"A01";"2";"2";"3";"1";"2001";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000007";"203 988 560";"155 781 746";"A01";"3";"2";"1";"1";"2003";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000007";"203 988 561";"155 781 746";"A01";"1";"1";"1";"1";"1997";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000007";"203 988 562";"155 781 747";"B01";"1";"1";"1";"1";"1996";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000008";"203 988 552";"155 781 742";"A01";"1";"1";"1";"1";"1981";"0";"1";"0";" -1";" -1";" -1";" -1"
"202400000008";"203 988 553";"155 781 743";"B01";"1";"1";"4";"1";"1959";"0";"1";"0";" -1";" -1";" -1";" -1"
"202400000009";"203 988 547";"155 781 741";"A01";"4";"2";"4";"1";"2005";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000009";"203 988 548";"155 781 741";"A01";"3";"2";"1";"2";"2006";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000009";"203 988 549";"155 781 741";"A01";"7";"2";"1";"1";"2005";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000009";"203 988 550";"155 781 741";"A01";"9";"2";"1";"2";"2006";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000009";"203 988 551";"155 781 741";"A01";"1";"1";"4";"1";"2005";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000010";"203 988 546";"155 781 740";"A01";"1";"1";"3";"1";"1979";"0";"2";"6";" -1";"0";"0";" -1"
"202400000011";"203 988 539";"155 781 738";"B01";"1";"1";"1";"1";"1983";"5";"1";"4";" -1";" -1";" -1";" -1"
"202400000011";"203 988 540";"155 781 739";"A01";"1";"1";"1";"1";"2003";"5";"1";"4";" -1";"0";"0";" -1"
"202400000011";"203 988 541";"155 781 739";"A01";"7";"2";"1";"2";"2012";"5";"1";"4";" -1";"0";"0";" -1"
"202400000011";"203 988 542";"155 781 739";"A01";"9";"2";"4";"1";"2009";"9";"1";"4";" -1";"0";"0";" -1"
"202400000011";"203 988 543";"155 781 739";"A01";"8";"2";"4";"2";"2014";"5";"1";"4";" -1";"0";"0";" -1"
"202400000011";"203 988 544";"155 781 739";"A01";"3";"2";"4";"2";"1979";"5";"1";"4";" -1";"0";"0";" -1"
"202400000011";"203 988 545";"155 781 739";"A01";"2";"2";"4";"1";"1965";"5";"1";"4";" -1";"0";"0";" -1"
"202400000012";"203 988 538";"155 781 737";"A01";"1";"1";"4";"1";"1993";"4";"2";"6";" -1";" -1";" -1";" -1"
"202400000013";"203 988 536";"155 781 736";"A01";"1";"1";"4";"1";"2010";"5";"2";"6";" -1";" -1";" -1";" -1"
"202400000013";"203 988 537";"155 781 736";"A01";"10";"3";"1";"1";"2000";"0";"0";" -1";" -1";"3";"5";"1"
"202400000014";"203 988 534";"155 781 734";"Z01";"1";"1";"1";"1";"2000";"0";"8";"0";" -1";" -1";" -1";" -1"
"202400000014";"203 988 535";"155 781 735";"A01";"1";"1";"4";"1";"1958";"5";"8";"0";" -1";" -1";" -1";" -1"
"202400000015";"203 988 532";"155 781 732";"A01";"1";"1";"4";"2";"1998";"2";"8";"0";" -1";" -1";" -1";" -1"
"202400000015";"203 988 533";"155 781 733";"B01";"1";"1";"4";"2";"1988";"1";"2";"0";" -1";" -1";" -1";" -1"
"202400000016";"203 988 529";"155 781 730";"B01";"1";"1";"4";"1";"1968";"1";"8";"0";" -1";" -1";" -1";" -1"
"202400000016";"203 988 530";"155 781 731";"A01";"1";"1";"1";"1";"1976";"4";"8";"0";" -1";" -1";" -1";" -1"
"202400000016";"203 988 531";"155 781 731";"A01";"2";"2";"1";"1";"1970";"9";"1";"0";" -1";" -1";" -1";" -1"
"202400000017";"203 988 527";"155 781 729";"A01";"10";"3";"4";"2";"1981";"3";"0";" -1";" -1";"3";"3";"1"
"202400000017";"203 988 528";"155 781 729";"A01";"1";"1";"1";"1";"1982";"5";"8";"0";" -1";"3";"3";"1"
"202400000018";"203 988 525";"155 781 727";"A01";"1";"1";"1";"1";"1999";"1";"8";"0";" -1";" -1";" -1";" -1"
"202400000018";"203 988 526";"155 781 728";"B01";"1";"1";"4";"2";"1982";"1";"8";"0";" -1";" -1";" -1";" -1"
"202400000019";"203 988 523";"155 781 726";"A01";"10";"3";"4";"1";"1983";"5";"0";" -1";" -1";"2";"3";"1"
"202400000019";"203 988 524";"155 781 726";"A01";"1";"1";"1";"1";"2002";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000020";"203 988 521";"155 781 724";"A01";"1";"1";"4";"1";"1993";"5";"2";"6";" -1";" -1";" -1";" -1"
"202400000020";"203 988 522";"155 781 725";"B01";"1";"1";"4";"1";"1996";"0";"2";"6";" -1";" -1";" -1";" -1"
"202400000021";"203 988 519";"155 781 723";"A01";"1";"1";"1";"1";"2002";"0";"8";"0";" -1";" -1";" -1";" -1"
"202400000021";"203 988 520";"155 781 723";"A01";"10";"3";"4";"1";"1948";"1";"0";"0";"0";"4";"3";"1"
"202400000022";"203 988 518";"155 781 722";"A01";"1";"1";"4";"1";"1946";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000023";"203 988 514";"155 781 720";"A01";"4";"2";"4";"2";"1991";"1";"1";"0";" -1";" -1";" -1";" -1"
"202400000023";"203 988 515";"155 781 720";"A01";"2";"2";"4";"1";"1990";"0";"1";"0";" -1";" -1";" -1";" -1"
"202400000023";"203 988 516";"155 781 720";"A01";"1";"1";"1";"1";"2002";"1";"1";"0";" -1";" -1";" -1";" -1"
"202400000023";"203 988 517";"155 781 721";"B01";"1";"1";"1";"2";"1987";"3";"1";"0";" -1";" -1";" -1";" -1"
"202400000024";"203 988 513";"155 781 719";"A01";"1";"1";"3";"1";"1989";"0";"2";"6";" -1";"0";"0";" -1"
"202400000025";"203 988 508";"155 781 715";"D01";"1";"1";"4";"1";"1999";"0";"1";"0";" -1";"0";"0";" -1"
"202400000025";"203 988 509";"155 781 716";"A01";"1";"1";"1";"1";"1995";"1";"1";"0";" -1";"0";"0";" -1"
"202400000025";"203 988 510";"155 781 717";"B01";"1";"1";"4";"2";"1988";"0";"1";"0";" -1";"0";"0";" -1"
"202400000025";"203 988 511";"155 781 718";"C01";"2";"2";"1";"1";"2009";"0";"1";"0";" -1";"0";"0";" -1"
"202400000025";"203 988 512";"155 781 718";"C01";"1";"1";"4";"1";"2002";"0";"1";"0";" -1";"0";"0";" -1"
"202400000026";"203 988 506";"155 781 714";"A01";"1";"1";"1";"1";"1995";"1";"8";"0";" -1";"5";"3";"1"
"202400000026";"203 988 507";"155 781 714";"A01";"10";"3";"4";"2";"2004";"2";"0";" -1";" -1";"5";"3";"1"
"202400000027";"203 988 504";"155 781 713";"A01";"1";"1";"4";"1";"2006";"5";"8";" -1";" -1";"0";"0";" -1"
"202400000027";"203 988 505";"155 781 713";"A01";"10";"3";"3";"2";"1949";"0";"0";" -1";" -1";"3";"3";"1"
"202400000028";"203 988 501";"155 781 712";"A01";"10";"3";"4";"2";"2023";"0";"0";" -1";" -1";"3";"3";"2"
"202400000028";"203 988 502";"155 781 712";"A01";"10";"3";"4";"2";"1991";"0";"0";" -1";" -1";"3";"3";"2"
"202400000028";"203 988 503";"155 781 712";"A01";"1";"1";"1";"1";"1992";"1";"1";" -1";" -1";"0";"0";" -1"
"202400000029";"203 988 495";"155 781 708";"A01";"1";"1";"1";"1";"1996";"4";"1";"8";" -1";" -1";" -1";" -1"
"202400000029";"203 988 496";"155 781 708";"A01";"10";"3";"3";"2";"1939";"5";"0";" -1";" -1";"2";"3";"1"
"202400000030";"203 988 491";"155 781 704";"A01";"1";"1";"1";"1";"1977";"0";"1";"8";" -1";" -1";" -1";" -1"
"202400000030";"203 988 492";"155 781 705";"B01";"1";"1";"4";"1";"1984";"0";"2";"0";" -1";" -1";" -1";" -1"
"202400000031";"203 988 488";"155 781 702";"A01";"1";"1";"1";"1";"1964";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202400000031";"203 988 489";"155 781 703";"B01";"2";"2";"4";"2";"2008";"5";"2";"6";" -1";" -1";" -1";" -1"
"202400000031";"203 988 490";"155 781 703";"B01";"1";"1";"3";"1";"1954";"5";"2";"6";" -1";" -1";" -1";" -1"
"202400000032";"203 988 486";"155 781 700";"A01";"1";"1";"4";"1";"1980";"1";"2";"6";" -1";" -1";" -1";" -1"
"202400000032";"203 988 487";"155 781 701";"B01";"1";"1";"1";"1";"2004";"1";"1";"0";" -1";" -1";" -1";" -1"
"202400000033";"203 988 484";"155 781 699";"A01";"10";"3";"4";"1";"1984";"0";"0";" -1";" -1";"2";"3";"1"
"202400000033";"203 988 485";"155 781 699";"A01";"1";"1";"1";"1";"1966";"1";"1";"0";" -1";" -1";" -1";" -1"
"202400000034";"203 988 482";"155 781 698";"A01";"10";"3";"3";"1";"2004";"0";"0";" -1";" -1";"9";"1";"1"
"202400000034";"203 988 483";"155 781 698";"A01";"1";"1";"4";"1";"2003";"0";"8";"0";" -1";" -1";" -1";" -1"
"202400000035";"203 988 480";"155 781 696";"A01";"1";"1";"1";"1";"1962";"4";"1";" -1";" -1";" -1";" -1";" -1"
"202400000035";"203 988 481";"155 781 697";"B01";"1";"1";"4";"1";"2005";"1";"2";"6";" -1";" -1";" -1";" -1"
"202400000036";"203 988 478";"155 781 694";"B01";"1";"1";"1";"1";"1990";"1";"1";" -1";" -1";" -1";" -1";" -1"
"202400000036";"203 988 479";"155 781 695";"A01";"1";"1";"4";"1";"1992";"9";"2";"6";" -1";" -1";" -1";" -1"
"202400000037";"203 988 477";"155 781 693";"A01";"1";"1";"4";"2";"1990";"9";"1";" -1";" -1";" -1";" -1";" -1"
"202400000038";"203 988 474";"155 781 690";"A01";"1";"1";"4";"1";"1990";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202400000038";"203 988 475";"155 781 691";"B01";"1";"1";"1";"1";"1995";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202400000038";"203 988 476";"155 781 692";"C01";"1";"1";"1";"1";"1998";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202400000039";"203 988 472";"155 781 688";"A01";"1";"1";"4";"1";"1956";"0";"2";"8";" -1";" -1";" -1";" -1"
"202400000039";"203 988 473";"155 781 689";"B01";"1";"1";"4";"2";"2003";"0";"1";"0";" -1";" -1";" -1";" -1"
"202400000040";"203 988 469";"155 781 685";"A01";"1";"1";"1";"1";"1977";"1";"1";"0";" -1";" -1";" -1";" -1"
"202400000040";"203 988 470";"155 781 686";"B01";"1";"1";"4";"1";"1988";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000040";"203 988 471";"155 781 687";"C01";"1";"1";"4";"1";"1964";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000041";"203 988 466";"155 781 684";"A01";"2";"2";"3";"1";"2007";"5";"1";"9";" -1";"0";"0";" -1"
"202400000041";"203 988 467";"155 781 684";"A01";"7";"2";"3";"2";"2006";"5";"1";"9";" -1";"0";"0";" -1"
"202400000041";"203 988 468";"155 781 684";"A01";"1";"1";"4";"2";"2006";"5";"1";"9";" -1";"0";"0";" -1"
"202400000042";"203 988 463";"155 781 682";"A01";"2";"2";"1";"1";"1970";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000042";"203 988 464";"155 781 682";"A01";"1";"1";"1";"1";"1988";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000042";"203 988 465";"155 781 683";"B01";"1";"1";"4";"2";"1999";"0";"1";" -1";" -1";"0";"0";" -1"
"202400000043";"203 988 461";"155 781 681";"A01";"1";"1";"1";"1";"1981";"0";"1";"0";" -1";" -1";" -1";" -1"
"202400000043";"203 988 462";"155 781 681";"A01";"10";"3";"4";"2";"1987";"0";"0";"0";"0";"2";"3";"1"
"202400000044";"203 988 457";"155 781 677";"A01";"1";"1";"3";"1";"2000";"1";"2";"0";" -1";" -1";" -1";" -1"
"202400000044";"203 988 458";"155 781 678";"B01";"1";"1";"1";"1";"1983";"4";"1";"0";" -1";" -1";" -1";" -1"
"202400000044";"203 988 460";"155 781 680";"C01";"1";"1";"1";"1";"1995";"4";"1";"0";" -1";" -1";" -1";" -1"
"202400000045";"203 988 456";"155 781 676";"B01";"1";"1";"4";"2";"1996";"0";"2";"0";"0";" -1";" -1";" -1"
"202400000045";"203 988 459";"155 781 679";"A01";"1";"1";"1";"1";"1993";"0";"1";"0";"0";" -1";" -1";" -1"
"202400000046";"203 988 455";"155 781 675";"A01";"1";"1";"4";"2";"2000";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202400000047";"203 988 452";"155 781 674";"A01";"1";"1";"1";"1";"1993";"0";"1";"0";"0";" -1";" -1";" -1"
"202400000047";"203 988 453";"155 781 674";"A01";"10";"3";"4";"1";"2020";"0";"0";"0";"0";"3";"3";"2"
"202400000047";"203 988 454";"155 781 674";"A01";"10";"3";"4";"2";"1986";"0";"0";"0";"0";"3";"3";"2"
"202400000048";"203 988 444";"155 781 669";"B01";"1";"1";"4";"1";"1955";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202400000048";"203 988 446";"155 781 671";"A01";"1";"1";"1";"1";"1997";"4";"1";" -1";" -1";" -1";" -1";" -1"
"202400000048";"203 988 449";"155 781 672";"D01";"2";"2";"1";"1";"1963";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202400000048";"203 988 450";"155 781 672";"D01";"1";"1";"1";"1";"1960";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202400000048";"203 988 451";"155 781 673";"C01";"1";"1";"1";"1";"1988";"9";"1";" -1";" -1";" -1";" -1";" -1"
"202400000049";"203 988 445";"155 781 670";"A01";"2";"2";"3";"1";"1983";"5";"1";" -1";" -1";"0";"0";" -1"
"202400000049";"203 988 447";"155 781 670";"A01";"7";"2";"1";"2";"2015";"5";"1";" -1";" -1";"0";"0";" -1"
"202400000049";"203 988 448";"155 781 670";"A01";"1";"1";"1";"2";"1988";"5";"1";" -1";" -1";"0";"0";" -1"
"202400000050";"203 988 441";"155 781 668";"A01";"2";"2";"4";"2";"2004";"9";"8";"0";" -1";" -1";" -1";" -1"
"202400000050";"203 988 443";"155 781 668";"A01";"1";"1";"4";"2";"2005";"0";"8";"0";" -1";" -1";" -1";" -1"
"202400000051";"203 988 439";"155 781 666";"A01";"1";"1";"1";"2";"1988";"5";"1";" -1";" -1";"0";"0";" -1"
"202400000051";"203 988 440";"155 781 667";"B01";"2";"2";"3";"2";"2016";"2";"2";" -1";" -1";"0";"0";" -1"
"202400000051";"203 988 442";"155 781 667";"B01";"1";"1";"4";"1";"1973";"2";"2";"6";" -1";"0";"0";" -1"
"202400000052";"203 988 437";"155 781 664";"A01";"1";"1";"1";"2";"2003";"0";"2";"6";" -1";" -1";" -1";" -1"
"202400000052";"203 988 438";"155 781 665";"B01";"1";"1";"4";"1";"1978";"0";"1";"0";"0";" -1";" -1";" -1"
"202400000053";"203 988 435";"155 781 663";"A01";"1";"1";"3";"1";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202400000053";"203 988 436";"155 781 663";"A01";"2";"2";"4";"1";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202400000054";"203 988 431";"155 781 660";"A01";"1";"1";"4";"2";"1986";"1";"1";"0";" -1";" -1";" -1";" -1"
"202400000054";"203 988 433";"155 781 661";"C01";"1";"1";"4";"1";"1982";"1";"2";"6";" -1";" -1";" -1";" -1"
"202400000054";"203 988 434";"155 781 662";"B01";"1";"1";"1";"1";"1986";"1";"1";"0";" -1";" -1";" -1";" -1"
"202400000055";"203 988 424";"155 781 654";"A01";"1";"1";"4";"1";"1990";"0";"2";"6";"0";" -1";" -1";" -1"
"202400000055";"203 988 426";"155 781 656";"B01";"1";"1";"1";"1";"1998";"0";"1";"8";"0";" -1";" -1";" -1"
"202400000055";"203 988 429";"155 781 658";"C01";"1";"1";"1";"2";"1974";"0";"1";"8";"0";" -1";" -1";" -1"
"202400000056";"203 988 420";"155 781 651";"A01";"1";"1";"4";"1";"2004";"1";"2";"6";" -1";" -1";" -1";" -1"
"202400000056";"203 988 421";"155 781 652";"B01";"2";"2";"1";"2";"1991";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000056";"203 988 423";"155 781 652";"B01";"1";"1";"1";"1";"1994";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000057";"203 988 419";"155 781 650";"B01";"1";"1";"4";"2";"1971";"1";"1";" -1";" -1";"0";"0";" -1"
"202400000057";"203 988 422";"155 781 653";"A01";"1";"1";"4";"1";"1969";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000058";"203 988 416";"155 781 647";"A01";"1";"1";"4";"2";"1974";"1";"1";"8";" -1";"0";"0";" -1"
"202400000058";"203 988 418";"155 781 649";"B01";"1";"1";"1";"1";"1991";"4";"1";"8";" -1";"0";"0";" -1"
"202400000059";"203 988 415";"155 781 646";"B01";"1";"1";"1";"2";"1974";"9";"1";" -1";" -1";"0";"0";" -1"
"202400000059";"203 988 417";"155 781 648";"A01";"1";"1";"4";"1";"1974";"9";"1";" -1";" -1";"0";"0";" -1"
"202400000060";"203 988 411";"155 781 643";"A01";"1";"1";"1";"1";"2001";"5";"1";"0";" -1";"0";"0";" -1"
"202400000060";"203 988 414";"155 781 645";"B01";"1";"1";"4";"1";"1996";"5";"2";"6";" -1";"0";"0";" -1"
"202400000061";"203 988 410";"155 781 642";"A01";"1";"1";"1";"1";"1987";"1";"1";" -1";" -1";"0";"0";" -1"
"202400000061";"203 988 412";"155 781 644";"B01";"2";"2";"1";"1";"2006";"2";"2";"6";" -1";"0";"0";" -1"
"202400000061";"203 988 413";"155 781 644";"B01";"1";"1";"4";"1";"2005";"2";"2";"6";" -1";"0";"0";" -1"
"202400000062";"203 988 408";"155 781 640";"A01";"1";"1";"3";"1";"2005";"5";"2";"6";"9";"0";"0";" -1"
"202400000063";"203 988 407";"155 781 639";"B01";"1";"1";"1";"2";"1956";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000063";"203 988 409";"155 781 641";"A01";"1";"1";"4";"1";"1974";"4";"1";"0";" -1";" -1";" -1";" -1"
"202400000064";"203 988 404";"155 781 637";"A01";"1";"1";"1";"1";"2000";"0";"1";" -1";" -1";"0";"0";" -1"
"202400000064";"203 988 406";"155 781 638";"B01";"1";"1";"4";"1";"1950";"5";"2";" -1";" -1";"0";"0";" -1"
"202400000065";"203 988 403";"155 781 636";"A01";"2";"2";"4";"1";"2002";"0";"1";"0";" -1";" -1";" -1";" -1"
"202400000065";"203 988 405";"155 781 636";"A01";"1";"1";"4";"1";"2002";"5";"8";"0";" -1";" -1";" -1";" -1"
"202400000066";"203 988 402";"155 781 635";"A01";"1";"1";"4";"1";"2004";"5";"0";" -1";" -1";"0";"0";" -1"
"202400000067";"203 988 400";"155 781 633";"A01";"1";"1";"3";"1";"1975";"5";"1";" -1";" -1";"0";"0";" -1"
"202400000068";"203 988 399";"155 781 632";"A01";"1";"1";"4";"2";"1964";"0";"1";"0";" -1";"0";"0";" -1"
"202400000068";"203 988 401";"155 781 634";"B01";"1";"1";"3";"1";"2002";"5";"2";"0";" -1";"0";"0";" -1"
"202400000069";"203 988 397";"155 781 631";"A01";"2";"2";"4";"1";"2002";"0";"1";" -1";" -1";"0";"0";" -1"
"202400000069";"203 988 398";"155 781 631";"A01";"1";"1";"4";"1";"2004";"0";"1";" -1";" -1";"0";"0";" -1"
"202400000070";"203 988 394";"155 781 628";"A01";"1";"1";"4";"1";"1980";"5";"1";" -1";" -1";"0";"0";" -1"
"202400000071";"203 988 395";"155 781 629";"B01";"1";"1";"4";"1";"1986";"1";"1";"8";" -1";"0";"0";" -1"
"202400000071";"203 988 396";"155 781 630";"A01";"1";"1";"1";"1";"1948";"1";"1";"8";" -1";"0";"0";" -1"
"202400000072";"203 988 390";"155 781 624";"B01";"1";"1";"1";"2";"1944";"5";"1";" -1";" -1";"0";"0";" -1"
"202400000072";"203 988 392";"155 781 626";"A01";"1";"1";"4";"1";"2008";"9";"2";"6";" -1";"0";"0";" -1"
"202400000073";"203 988 391";"155 781 625";"A01";"1";"1";"1";"1";"1991";"0";"8";"8";" -1";" -1";" -1";" -1"
"202400000073";"203 988 393";"155 781 627";"B01";"1";"1";"4";"1";"1985";"0";"8";"0";" -1";" -1";" -1";" -1"
"202400000074";"203 988 388";"155 781 622";"A01";"1";"1";"4";"2";"2008";"5";"8";"0";" -1";" -1";" -1";" -1"
"202400000075";"203 988 387";"155 781 621";"A01";"1";"1";"3";"1";"1968";"5";"2";" -1";" -1";"0";"0";" -1"
"202400000075";"203 988 389";"155 781 623";"B01";"1";"1";"1";"1";"1981";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000076";"203 988 384";"155 781 618";"B01";"1";"1";"4";"1";"2009";"5";"2";"6";" -1";" -1";" -1";" -1"
"202400000076";"203 988 386";"155 781 620";"A01";"1";"1";"1";"1";"1954";"5";"1";"0";" -1";" -1";" -1";" -1"
"202400000077";"203 988 381";"155 781 616";"B01";"2";"2";"1";"1";"2009";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000077";"203 988 382";"155 781 616";"B01";"1";"1";"3";"1";"1986";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000077";"203 988 383";"155 781 617";"A01";"1";"1";"1";"2";"1969";"1";"1";" -1";" -1";"0";"0";" -1"
"202400000077";"203 988 385";"155 781 619";"C01";"1";"1";"3";"1";"1965";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000078";"203 988 379";"155 781 614";"A01";"1";"1";"4";"1";"2003";"5";"8";" -1";" -1";" -1";" -1";" -1"
"202400000078";"203 988 380";"155 781 615";"B01";"1";"1";"4";"1";"1997";"5";"2";" -1";" -1";" -1";" -1";" -1"
"202400000079";"203 988 377";"155 781 613";"A01";"10";"3";"3";"2";"1949";"0";"0";" -1";" -1";"3";"3";"1"
"202400000079";"203 988 378";"155 781 613";"A01";"1";"1";"1";"1";"1960";"0";"1";" -1";" -1";"0";"0";" -1"
"202400000080";"203 988 374";"155 781 610";"B01";"1";"1";"1";"2";"2007";"5";"2";" -1";" -1";"0";"0";" -1"
"202400000080";"203 988 375";"155 781 612";"A01";"1";"1";"4";"1";"2008";"5";"2";" -1";" -1";"0";"0";" -1"
"202400000081";"203 988 373";"155 781 609";"B01";"1";"1";"4";"1";"1937";"0";"0";" -1";" -1";" -1";" -1";" -1"
"202400000081";"203 988 376";"155 781 611";"A01";"1";"1";"1";"2";"1985";"0";"8";" -1";" -1";" -1";" -1";" -1"
"202400000082";"203 988 371";"155 781 608";"A01";"1";"1";"1";"2";"1992";"1";"1";" -1";" -1";"0";"0";" -1"
"202400000082";"203 988 372";"155 781 608";"A01";"10";"3";"3";"2";"1963";"3";"0";" -1";" -1";"4";"3";"1"
"202400000083";"203 988 370";"155 781 607";"A01";"1";"1";"4";"1";"1991";"0";"1";"0";" -1";" -1";" -1";" -1"
"202400000084";"203 988 365";"155 781 606";"A01";"4";"2";"3";"2";"2002";"5";"8";" -1";" -1";"0";"0";" -1"
"202400000084";"203 988 366";"155 781 606";"A01";"2";"2";"1";"1";"1995";"5";"8";" -1";" -1";"0";"0";" -1"
"202400000084";"203 988 367";"155 781 606";"A01";"3";"2";"1";"2";"2002";"5";"8";" -1";" -1";"0";"0";" -1"
"202400000084";"203 988 368";"155 781 606";"A01";"5";"2";"4";"2";"2001";"5";"8";" -1";" -1";"0";"0";" -1"
"202400000084";"203 988 369";"155 781 606";"A01";"1";"1";"1";"1";"1996";"5";"8";" -1";" -1";"0";"0";" -1"
"202400000085";"203 988 363";"155 781 604";"B01";"1";"1";"4";"1";"1993";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000085";"203 988 364";"155 781 605";"A01";"1";"1";"2";"1";"1940";"9";"1";" -1";" -1";"0";"0";" -1"
"202400000086";"203 988 361";"155 781 603";"A01";"2";"2";"4";"1";"1997";"0";"8";" -1";" -1";"0";"0";" -1"
"202400000086";"203 988 362";"155 781 603";"A01";"1";"1";"2";"1";"2003";"0";"8";" -1";" -1";"0";"0";" -1"
"202400000087";"203 988 359";"155 781 601";"A01";"1";"1";"1";"1";"1995";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000087";"203 988 360";"155 781 602";"B01";"1";"1";"3";"1";"1947";"5";"2";"6";" -1";"0";"0";" -1"
"202400000088";"203 988 357";"155 781 600";"A01";"10";"3";"3";"2";"1963";"0";"0";"0";"0";"3";"3";"1"
"202400000088";"203 988 358";"155 781 600";"A01";"1";"1";"1";"1";"1982";"0";"1";" -1";" -1";"0";"0";" -1"
"202400000089";"203 988 356";"155 781 599";"A01";"1";"1";"2";"1";"1938";"0";"1";" -1";" -1";"0";"0";" -1"
"202400000090";"203 988 354";"155 781 597";"B01";"1";"1";"1";"1";"1990";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000090";"203 988 355";"155 781 598";"A01";"1";"1";"3";"2";"1948";"0";"1";" -1";" -1";"0";"0";" -1"
"202400000091";"203 988 349";"155 781 595";"A01";"10";"3";"3";"2";"2010";"2";"0";" -1";" -1";"1";"9";"1"
"202400000091";"203 988 350";"155 781 595";"A01";"1";"1";"1";"1";"1952";"4";"1";" -1";" -1";"0";"0";" -1"
"202400000092";"203 988 347";"155 781 594";"A01";"2";"2";"4";"1";"1983";"0";"8";" -1";" -1";"0";"0";" -1"
"202400000092";"203 988 348";"155 781 594";"A01";"1";"1";"4";"2";"2000";"0";"8";" -1";" -1";"0";"0";" -1"
"202400000093";"203 988 343";"155 781 590";"B01";"1";"1";"4";"2";"1982";"4";"8";" -1";" -1";"0";"0";" -1"
"202400000093";"203 988 344";"155 781 591";"A01";"1";"1";"4";"1";"1994";"1";"8";" -1";" -1";"0";"0";" -1"
"202400000094";"203 988 341";"155 781 589";"A01";"10";"3";"3";"2";"1978";"5";"0";" -1";" -1";"3";"9";"2"
"202400000094";"203 988 342";"155 781 589";"A01";"1";"1";"1";"1";"1961";"9";"1";" -1";" -1";"0";"0";" -1"
"202400000095";"203 988 339";"155 781 587";"B01";"1";"1";"1";"1";"2000";"0";"1";" -1";" -1";"0";"0";" -1"
"202400000095";"203 988 340";"155 781 588";"A01";"1";"1";"4";"1";"1980";"0";"2";" -1";" -1";"0";"0";" -1"
"202400000096";"203 988 337";"155 781 585";"A01";"1";"1";"4";"2";"1972";"0";"1";"0";" -1";" -1";" -1";" -1"
"202400000096";"203 988 338";"155 781 586";"B01";"1";"1";"4";"1";"1987";"0";"1";"0";" -1";" -1";" -1";" -1"
"202400000097";"203 988 335";"155 781 583";"A01";"1";"1";"4";"1";"1975";"1";"1";"0";" -1";" -1";" -1";" -1"
"202400000097";"203 988 336";"155 781 584";"B01";"1";"1";"1";"1";"1980";"0";"1";"0";" -1";" -1";" -1";" -1"
"202400000098";"203 988 333";"155 781 581";"A01";"1";"1";"4";"1";"1987";"1";"1";"0";" -1";" -1";" -1";" -1"
"202400000098";"203 988 334";"155 781 582";"B01";"1";"1";"1";"1";"1990";"4";"1";"0";" -1";" -1";" -1";" -1"
"202400000099";"203 988 331";"155 781 579";"B01";"1";"1";"4";"1";"1995";"1";"1";"0";" -1";" -1";" -1";" -1"
"202400000099";"203 988 332";"155 781 580";"A01";"1";"1";"1";"1";"1982";"5";"1";"0";" -1";" -1";" -1";" -1"
